Mall Name,Mall State,Mall Address,Mall Phone,Mall Latitude,Mall Longitude,Mall Number of Stores,Mall Stores List
Lenox Square,Georgia,"3393 Peachtree Rd NE, Atlanta, GA 30326-1117",(404) 233-6767,33.84595,-84.363649,183 stores, A|X Armani Exchange |  Abercrombie & Fitch |  Adidas Sport |  Aeropostale |  Aldo Shoes |  American Eagle Outfitters |  AmeriPark |  Ann Taylor |  Anthropologie |  Apple Computer |  AT&T; |  Atlanta Police Department Substation |  Auntie Anne's Pretzels - Plaza Level |  Aveda Lifestyle Store |  BabyGap |  Banana Republic |  Bare Escentuals |  Bath & Body Works |  BCBGMAXAZRIA |  bebe |  Bloomingdale's |  Brahmin |  Brooks Brothers |  Brookstone |  Burberry |  Buster Brown |  BVLGARI |  C. Wonder |  Caché |  Cajun Supreme |  California Pizza Kitchen |  Carol's Daughter |  Cartier |  Clark's |  Cloud 9 Cupcakes |  Club Monaco |  Coach |  Corner Bakery Cafe |  Crocs |  Davante |  David Yurman |  Delights |  Diesel |  Ecco Shoes |  Ermenegildo Zegna |  Express |  FAÇONNABLE |  Farmer's Basket |  Fashion Tailor |  Fast Fix Jewelry & Watch Repair |  FENDI |  Foot Locker |  Forever 21 |  Forever Diamonds |  Free People |  Game Stop |  Gap |  GapKids |  Gateway Newstand |  Ghost Armor |  GNC |  Godiva Chocolatier |  Great American Cookie Co. |  Great Wraps |  Gregory's Shoes |  G-Star RAW |  Guess? |  Gymboree |  H. Stockton Atlanta |  Haagen-Dazs |  Heel Quik |  Henri Bendel |  Herve Leger |  Herzing University |  Hollister Co. |  Hovan Mediterranean Gourmet |  HQ Shoe Shine |  Champs Sports |  Checkers |  Chick-fil-A |  Icing by Claire's |  It's About Time |  J.Crew |  Jacadi |  Johnston & Murphy |  Karen Millen |  kate spade new york |  Kenneth Cole |  Key-Osk |  Kids Foot Locker |  Kiehl's Since 1851 |  Lacoste |  Lady Foot Locker |  Lenox Square Management Office |  LensCrafters |  Lids |  LOFT |  Louis Vuitton |  LoveSac |  MAC Cosmetics |  MacConnell Research |  Macy*s |  Macy's Optical Boutique |  Macy's The Fur Vault at Lenox Square |  Madewell |  Marmi |  Mayors Jewelers |  Micabella |  Microsoft |  Michael Kors |  Montblanc |  Mori Luggage & Gifts |  Natural Beauty Spa Boutique |  Natural Beauty Spa Boutique - Cart |  Neiman Marcus |  Neiman Marcus Cafe |  Nicole Miller |  NikeStore |  Nine West |  Oakley |  Original Penguin |  PANDORA |  Panera Bread |  Papyrus |  Paradise Pen |  Planet Smoothie - Plaza Level |  Pottery Barn |  Pottery Barn Kids |  Prada |  Premier Salon and Day Spa |  Prime |  Proactiv |  Pure Denim |  Ralph Lauren |  Rosetta Stone |  Sakkio Japan |  Salvatore Ferragamo |  Sarku Japan |  Savvi Formalwear |  Sbarro |  Sephora |  SoHo |  Solstice |  Sprint |  St. John |  Standard |  Starbucks Coffee |  Steve Madden |  Street Talk |  Stuart Weitzman |  Subway |  Sunglass Hut International |  Swarovski Crystal |  Swim & Sport |  Taco Bell |  Teavana |  Temptation |  The Arches Threading Lounge |  The Art of Shaving |  The Athlete's Foot |  The Body Shop |  The Forum Athletic Club |  The Limited |  The Monogram Shop |  The Walking Company |  T-Mobile |  Tourneau |  Travelex Currency Services |  True Religion |  Up Front Plus Premier Parking |  Urban Outfitters |  UV 400 |  Vans |  Verizon Wireless / Diamond Wireless |  Victoria's Secret |  Victoria's Secret Beauty |  Vidal Sassoon |  Vineyard Vines |  Wet Seal |  Which Wich |  Williams-Sonoma |  Zara
Lenox Square,Georgia,"3393 Peachtree Rd NE, Atlanta, GA 30326-1117",(404) 233-6767,33.84595,-84.363649,183 stores, A|X Armani Exchange |  Abercrombie & Fitch |  Adidas Sport |  Aeropostale |  Aldo Shoes |  American Eagle Outfitters |  AmeriPark |  Ann Taylor |  Anthropologie |  Apple Computer |  AT&T; |  Atlanta Police Department Substation |  Auntie Anne's Pretzels - Plaza Level |  Aveda Lifestyle Store |  BabyGap |  Banana Republic |  Bare Escentuals |  Bath & Body Works |  BCBGMAXAZRIA |  bebe |  Bloomingdale's |  Brahmin |  Brooks Brothers |  Brookstone |  Burberry |  Buster Brown |  BVLGARI |  C. Wonder |  Caché |  Cajun Supreme |  California Pizza Kitchen |  Carol's Daughter |  Cartier |  Clark's |  Cloud 9 Cupcakes |  Club Monaco |  Coach |  Corner Bakery Cafe |  Crocs |  Davante |  David Yurman |  Delights |  Diesel |  Ecco Shoes |  Ermenegildo Zegna |  Express |  FAÇONNABLE |  Farmer's Basket |  Fashion Tailor |  Fast Fix Jewelry & Watch Repair |  FENDI |  Foot Locker |  Forever 21 |  Forever Diamonds |  Free People |  Game Stop |  Gap |  GapKids |  Gateway Newstand |  Ghost Armor |  GNC |  Godiva Chocolatier |  Great American Cookie Co. |  Great Wraps |  Gregory's Shoes |  G-Star RAW |  Guess? |  Gymboree |  H. Stockton Atlanta |  Haagen-Dazs |  Heel Quik |  Henri Bendel |  Herve Leger |  Herzing University |  Hollister Co. |  Hovan Mediterranean Gourmet |  HQ Shoe Shine |  Champs Sports |  Checkers |  Chick-fil-A |  Icing by Claire's |  It's About Time |  J.Crew |  Jacadi |  Johnston & Murphy |  Karen Millen |  kate spade new york |  Kenneth Cole |  Key-Osk |  Kids Foot Locker |  Kiehl's Since 1851 |  Lacoste |  Lady Foot Locker |  Lenox Square Management Office |  LensCrafters |  Lids |  LOFT |  Louis Vuitton |  LoveSac |  MAC Cosmetics |  MacConnell Research |  Macy*s |  Macy's Optical Boutique |  Macy's The Fur Vault at Lenox Square |  Madewell |  Marmi |  Mayors Jewelers |  Micabella |  Microsoft |  Michael Kors |  Montblanc |  Mori Luggage & Gifts |  Natural Beauty Spa Boutique |  Natural Beauty Spa Boutique - Cart |  Neiman Marcus |  Neiman Marcus Cafe |  Nicole Miller |  NikeStore |  Nine West |  Oakley |  Original Penguin |  PANDORA |  Panera Bread |  Papyrus |  Paradise Pen |  Planet Smoothie - Plaza Level |  Pottery Barn |  Pottery Barn Kids |  Prada |  Premier Salon and Day Spa |  Prime |  Proactiv |  Pure Denim |  Ralph Lauren |  Rosetta Stone |  Sakkio Japan |  Salvatore Ferragamo |  Sarku Japan |  Savvi Formalwear |  Sbarro |  Sephora |  SoHo |  Solstice |  Sprint |  St. John |  Standard |  Starbucks Coffee |  Steve Madden |  Street Talk |  Stuart Weitzman |  Subway |  Sunglass Hut International |  Swarovski Crystal |  Swim & Sport |  Taco Bell |  Teavana |  Temptation |  The Arches Threading Lounge |  The Art of Shaving |  The Athlete's Foot |  The Body Shop |  The Forum Athletic Club |  The Limited |  The Monogram Shop |  The Walking Company |  T-Mobile |  Tourneau |  Travelex Currency Services |  True Religion |  Up Front Plus Premier Parking |  Urban Outfitters |  UV 400 |  Vans |  Verizon Wireless / Diamond Wireless |  Victoria's Secret |  Victoria's Secret Beauty |  Vidal Sassoon |  Vineyard Vines |  Wet Seal |  Which Wich |  Williams-Sonoma |  Zara
Liberty Plaza,Pennsylvania,"1455 Franklin Mills Circle, Philadelphia, PA 19154",(215) 632-1500,40.0900328,-74.9590514,12 stores, Aspen |  Beer Outlet |  Dick's Sporting Goods |  Liberty Nails |  Path-Mark |  Rainbow |  Raymour & Flanigan |  Sally Beauty Supply |  Spirit Halloween |  Unique Hair |  Wal Mart
Liberty Tree Mall,Massachusetts,"100 Independence Way, Danvers, MA 01923-3626",(978) 777-0795,42.551452,-70.939858,76 stores, A.C. Moore |  AMC Liberty Tree 20 |  Armed Forces Recruiting Center |  Asian Island |  Auto Drive 1 |  Barats Jewelry Repair |  Best Buy |  Blue River Diamonds |  Bon Worth |  Boston Beauty Supply |  Brow Art 23 |  Buffalo Wild Wings |  Carter's |  Cell AXS |  Claire's Boutique |  CoCo Nails & Spa |  Crazy 8 |  Cubby Caboose |  Cunningham Research/Test America |  Custom Graphics |  Custom Wireless/ T-Mobile Kiosk |  Dick's Sporting Goods |  Dollar Tree |  Dunkin' Donuts |  Famous Footwear |  Firehouse Subs |  Five Below |  Game Stop |  Ghost Armor |  GNC |  Gold Buyers of America |  Gourmet Gumball |  Home Depot |  China Max |  Image Sunwear |  Justice |  Kay Jewelers |  Kim's Hallmark |  Kohl's |  Liberty News |  Little Shop of Treasures |  Lord's & Lady's Hair Salon |  Lucky 7 |  Mall Tots |  Marine Recruiting Center |  Marshalls |  Massage Envy |  MasterCuts |  Maui Wowi Hawaiian |  McDonald's |  Men's Wearhouse and Tux |  Metro PCS |  Michael's |  Nordstrom Rack |  Off Broadway Shoe Warehouse |  Old Navy |  Panera Bread |  Payless ShoeSource |  Pet Express |  Pier 1 Imports |  Piercing Pagoda |  Regina Pizzeria |  Registry of Motor Vehicles (DMV) |  Scoops Ice Cream |  Sea Lion Sushi |  Staples |  Subway |  Target |  The Sports Authority |  The Tech Center |  TravelEX (ATM) |  US Air Force Recruiting |  USAlliance Federal Credit Union |  Wet Seal |  Yarina Threads
Lima Mall,Ohio,"2400 Elida Rd, Lima, OH 45805-1262",(419) 331-1311,40.7647079,-84.1531854,68 stores," Aeropostale |  American Commodore Tuxedo |  American Eagle Outfitters |  Auntie Anne's Pretzels |  Bath & Body Works |  Beautiful Eyebrows by India |  Body Central |  Bon Worth |  Buckle |  Cinnabon |  CJ Banks |  Claire's Accessories |  Crazy 8 |  Deb Shop |  Elder-Beerman |  Finish Line |  Firestone |  Foot Locker |  fye - For Your Entertainment |  GameStop |  Gap/Gap Kids |  GNC |  Golden Corral |  Hallmark |  Hobby Lobby |  Hot Topic |  Chase |  Chopsticks Express |  Christopher & Banks |  Icing by Claire's |  jcpenney |  jcpenney Hair Salon |  jcpenney Optical |  jcpenney Portrait Studio |  Journeys |  Justice, just for girls! |  Kay Jewelers |  LensCrafters |  Lids |  Luxury Nails & Spa |  Macy*s |  Mall Management Office |  MasterCuts |  Maurices |  MC Sports |  Merle Norman Cosmetics Studios |  New York & Company |  Old Navy |  OMG! |  Percellnal Touch |  Radio Hospital |  Regis Salons |  Ruby Tuesday |  rue21 |  Sears |  Sephora - Inside jcpenney |  Shoe Carnival - Lima Center |  Simon Guest Services |  Spencer Gifts |  The Children's Place |  The Noerr Programs |  Things Remembered |  Verizon Wireless |  Victoria's Secret |  Viva Maria |  Wet Seal |  Zoom System"
Lincoln Mall,Illinois,"208 Lincoln Mall, Matteson, IL",708-747-5600,41.500029,-87.724641,70 stores, About Your Face |  Ashley Stewart |  Azizi Books |  Bachrach |  Bargain Books |  Bartina's Authentic Italian & Mexican Eatery |  Bath & Body Works |  Carson Pirie Scott |  Cell Phone Accessories |  Claire's Boutique |  Cookies & Creams |  Daddy & Me |  Dairy Queen/Karmelkorn |  Dakota Watch Company |  DEB |  Dee's Collectibles and Gifts |  Digital Hot Shots |  Dollar Plus |  Express |  Eye Beauty |  Fashion Jewelry |  Finish Line |  First American Bank ATM Machines |  Foot Locker |  Fun Zone Arcade |  General Nutrition Center |  Gold Center |  Great Steak & Potato |  Hat World |  Champs Sports |  Kids Foot Locker |  Kids For Less |  Kids Health Club |  Leather House |  Legacy Jewelers |  LensCrafters |  Lil Diva Styles |  Lincoln Mall Customer Service |  Lincoln Mall Shoe Repair & Tailoring |  LJ Graphics |  Maxine's |  Metropolitan Eyecare Center |  MW Tux Formalwear |  New York & Company |  Old Navy |  Opulence F.A. Fashion Hats & Accessories |  Perfume World |  Premier Jewelers |  Pro Nails |  Rainbow |  Rand's Hallmark Cards & Gifts |  Regis Hairstylists |  Rogers & Hollands Jewelers |  Sears |  Sears Optical Shop |  Sears Portrait Studio |  Sensational Hair & Beauty |  Sew-N-Vac |  Shoes 'N More |  Somewear Apparel and Tailoring |  Step Right Up |  Style Today |  Subs Deluxe (Formerly Willy Dog) |  Sun Jewelers |  The CLIC |  T-Mobile |  U.S. Cellular |  Victoria's Secret |  Wireless Now
Lincoln Mall,Rhode Island,"622 George Washington Highway, Lincoln, Rhode Island 02865",+1 866-271-8700,41.9379372,-71.4768119,39 stores, Asia Grille |  AT&T; Mobility |  Best Cuts |  Cinema World |  Claire's  |  Deb Shops |  Dollar Tree |  dressbarn |  Exotic Tan |  Eye Associates |  Famous Footwear |  Firenza Jewelry |  Five Below |  GNC |  HomeGoods |  Chili's |  iParty |  Lapels Dry Cleaning |  Lifespan Home Medical |  Lincoln Tech Institute |  Majestic Nails |  Marshalls |  McDonald's |  Northpointe Christian |  Ocean State Job Lot |  Papa Gino's |  Payless ShoeSource |  RadioShack |  Sleepy's |  Sovereign Bank |  Soverign Bank ATM Machine |  Starbucks Coffee |  Stop & Shop Gas |  Subway |  Super Stop & Shop |  Target |  The UPS Store |  Travel Odyssey
Lincoln Road Pedestrian Mall,Florida,"1700 Convention Center Drive, Miami Beach, FL 33139",305.673.7000,25.7922356,-80.1349281,286 stores," 1/2 Hour Photo Center |  5-7-9  |  Ace South Beach Hard Good |  Agora Inc. |  Alea |  Aleax & Jack |  Alfredo's Beauty Salon |  Alchemist |  Alta Mar |  American Apparel |  Americas Galleries |  Anthropologie |  Arias Design Furniture |  Art Center South Florida |  Astoria Couture |  Audio Cameras Electronics |  Aura |  Aveda |  Aveda/Avanti Hair Studio |  Balans |  Banana Republic |  Bank of America  |  Base Clothing |  Baskin-Robbins |  Bay Supermarket |  BCBG Maxazria |  bebe |  Bikini Village |  Blue A. Design |  Body Up |  Books & Books |  Bridge House |  Britto Central |  Brownes & Co. Apocathery |  Burger King |  Cabana |  Cafe Ole |  Cafe Papillon |  Cafeteria |  Cafeteria of New York |  Cache |  Camper & Nicholsons |  Carel Gallery |  Carnevale |  Carson Realty Group |  Cartridge World |  Cauurotto |  Cingular Wireless |  Circle Art & Antiques |  Citibank |  Clara Dry Cleaning & Alt. |  Coldwell Banker Real Est. |  Collection Privee |  Collector's Art Gallery |  Colonial Bank |  Colony Cafe |  Colony Theater |  Creams 'N Yogurt |  Creation Art Supplies |  CS Financial Group |  CVS/Pharmacy |  Da Leo |  Dacra Development Corp |  David's Cafe II |  Deco Drive Cigar |  Design Within Reach |  Dulcianna by Havanna |  Dunkin Donuts |  Eggy's Beauty Salon |  Ego Trip Salon |  El Rancho Grande |  Elemental Interior Design |  En Avance |  Energie |  Envy Collections |  Epicure |  Eutopia Books |  Excess |  Eye Optical |  EyeMax |  Fanucci's Italian Rest. |  Finnegan's Too |  Fly Boutique |  Follie's |  Fortune International |  Fragrance Shop Perfumery |  French Connection |  Frieze Ice Cream Factory |  Fritz's Skate, Bike& Surf |  Funkshion |  Gables Beauty Supply |  Galleria |  Galleria del Sol |  Gap  |  Gaydar |  Gelateria Parmalat |  Gelato Bari Caffe |  Genius Jones |  Ghiradelli |  Gillingham Optical |  Gino's Pizza |  Global Consulting |  GNC |  Goldtime |  Guapa |  Guess |  Gulf Liquors |  Gun Depot |  H&R; Block |  Haagen-Dazs |  Hear Music |  Hertz Car Rental |  Howard Austin Feld |  Christian Audigier |  Ice Box Cafe |  Idols Gym |  Imaginique Optical |  Impact Computers |  IStrada |  J. Sister's |  Johnny Rockets |  John's Pet Shop |  Karin Models |  Kiehl's |  Kinkos |  Kin's Chinese Restaurant |  Kiss Steakhouse |  Kozlowski Law Firm |  La Lupa di Roma |  Laoman's Deluxe Cleaners |  Laundry Bar |  Le Parisien |  Lincoln Center Art Gall. |  Lincoln Furn. & Lighting |  Lincoln Road Cafe |  Lincoln Theater |  Little Mushroom Bar/Cafe |  Locanda Sibilla |  L'Occitane en Provence |  Lucky Brand Jeans |  Lucky Strike Lanes/Lounge |  Luggage Gallery |  Macy's |  Majestic Properties |  Maria's Alterations |  Marlin Market |  Mattress Town Furniture |  Mayors Jewelers |  McDonald's |  Mellon Bank |  Mess Busters |  Miami Beach Latin Chamber |  Miami Subs Grille |  Miss Sixty |  Miss Yip Chinese Cafe |  Mister Carmen Inc |  Mixx |  Moblas Furniture |  Moon Dance |  Moseley's |  Mr. R. Sports |  Mystic Cafe |  New Concept Video |  New World Symphony |  Nexxt Cafe |  Nurielle Haute Couture |  Nutritional Power Center |  Oakley |  One Hour Photo |  Oribe Salon |  Original Penguin |  Owww Clothing |  Pacific Paradise |  Pacific Time |  Pagaz Fashion & Beachwear |  Pampaloni |  Panfiore Italian Sandwich |  Panilla del Polo |  Paninoteca |  Panizza Bistro |  Paradise Found Boutique |  Pasha's |  Passion Swinwear |  Perfumania |  Pink Palm Company |  Piola |  Pizza Hut |  Pizza Piore |  Pizza Rustica |  Place Vendome S Beach |  Porto Fino Handbags |  Posh |  Post Blue Jean |  Pottery Barn |  Prestige Pets |  Pro Access |  Progressive Insurance |  Quick Shop |  RadioShack |  Rainbow |  real.life.basic |  Regal 18 Cinemas |  Regina Nuessle |  Rendezvous Beauty Salon |  Rio Restaurant |  Rosa Cha |  Rosinella |  Royal Art Gallery |  Rumi |  Scene |  Score |  See Inc. |  Senzatempo |  Shell Alton Road |  Sobe Factory |  Sobe Liquors Boutique |  Soho Clothing |  Solstice |  Some Like It Hot |  Source Paris (Women) |  South Beach Design Group |  South Beach Iron Works |  South Beach Jewelry Exc. |  South Beach Style |  South Florida Art Center |  Spa E |  Spiaggia |  Spris |  Stage |  Starbucks Coffee |  State |  Statscript Pharmacy |  Subway |  Sunglass Hut/WatchStation |  SunTrust Bank |  Sushi Doraku |  Sushi Samba-Dromo |  Sushi Siam |  Swatch |  Sweetdreams Candies |  Tasti D-Lite |  TeNo |  Texas Taco Factory |  The 9th Chakra |  The Dog Bar |  The Keyes Company Realtor |  The Pacific Paradise |  The Salon @ Ricky's NYC |  The Scarlet Letter |  The Shop |  The Yoga Room |  Tim & Co. Jewelry Design |  Tiramesu |  Touch |  Touch Skin & Body Studio |  Tropical Cigars |  Tropical Smoothie Cafe |  Twin City Realty |  Unicom Wireless |  Union Planters Bank |  United States Post Office |  Urban Guru |  USA Mini Post-Office |  Utility Bill Payment Ctr. |  Van Dyke Cafe |  Van Michael Miami |  Venissac |  Verticals & More |  Victoria's Secret |  Vina |  Virey Timepieces |  Vogue Italia |  Volpe Liquors |  Wachovia |  Walgreens |  Water and Colors Gallery |  White House|Black Market |  White Tulip Florist |  Williams-Sonoma |  Wings |  Words on the Beach |  World Resources Cafe |  Yuca |  Yummy Chinese/Sushi Bar |  Zelicks El Pirata Tobacco"
Lincolnshire Commons,Illinois,"930 Milwaukee Ave, Lincolnshire, IL",847-498- 816,42.2011018,-87.9331698,19 stores," Barnes & Noble |  Bath & Body Works |  Cingular Wireless |  Cosi |  DSW Shoes |  Fifth Third Bank |  Flemings |  Go Roma |  Cheesecake Factory, The |  Chico's |  Jos. A. Bank Clothiers |  Kona Grill |  LensCrafters Optique |  Noodles & Co. |  Relax the Back |  Ritual Aveda |  Talbots |  White House / Black Market"
Lincolnwood Town Center,Illinois,"3333 W Touhy Ave, Lincolnwood, IL 60712-2721",(847) 674-1219,42.0116705,-87.7116924,91 stores, @titude |  4 Seasons Nails |  5 Fives Burgers & More |  A & D Buffalo's |  AccessorEZ |  Arman Jewelers |  Art of Health |  As Seen On TV Hut |  AT&T; |  Auntie Anne's Pretzels |  Bath & Body Works |  Best Buy Mobile |  Body Central |  Carson Pirie Scott |  Claire's |  Crazy 8 |  Diamond Exchange |  Euberah |  Express |  Express Men |  EZ Mart |  Famous Footwear |  Finish Line |  Follow The Bunny - Easter Photo Experience |  Foot Locker |  Freshens |  GameStop |  Gap |  GapKids |  Gift Plaza |  Glitter |  GNC |  Great Clips |  Great Steak & Potato Company |  Haagen-Dazs |  Hot Rags |  Hot Topic |  Champs Sports |  Charlotte Russe |  Chicago Locker Room by Lids |  J.B. Robinson Jewelers |  Journeys |  Justice |  Kay Jewelers |  Kids Foot Locker |  Kohls |  LensCrafters |  Lids |  Magic Photo |  Manchu Wok |  Modern Nails |  Mulan |  NBG Outfitters of Chicago |  New York & Company |  Nori Japan |  Old Navy |  Olive Garden |  Orient Gifts |  Oxford Jewelers |  PageComm Wireless |  Payless ShoeSource |  Perfume Outlet |  Piercing Pagoda |  PINK |  Pink Stones |  Rapid Repair Jewelry & Watches |  Red Lobster |  Regis Salon |  rue21 |  Spencer's |  Sprint |  Subway |  Sunglass Hut |  Sunshine Phone Accessories |  The Art of Threading |  The Coffee Beanery |  The Children's Place |  Things Remembered |  T-Mobile |  T-Mobile Kiosk |  Underground by Journeys |  US Cellular |  UWC Home Solutions |  Verizon Wireless |  Victoria's Secret |  Villa Fresh Italian Kitchen |  VisionWorks |  Wet Seal |  X Sport Fitness Kiosk |  Zuni's Salon
Lindale Mall,Iowa,"4444 First Avenue NE, Cedar Rapids, IA",319-393-9393,42.023665,-91.626698,100 stores," Aeropostale |  American Eagle Outfitters |  Arby's |  Army National Guard |  Art and Gift Center |  Bank of the West |  Bath & Body Works |  Betty Jane Candies |  Buckle |  Burger King |  C.J. Banks |  Cellairis |  City Looks Salon and Spa |  Claire's |  Community Room |  CR Spirits Dance Studio |  Cranky Hank's Pizza Beer & Other Stuff |  Darrell's Shoe Repair |  Deb Shops |  Express |  Famous Footwear |  Finish Line |  Firestone Tire & Battery Service |  Foot Locker |  Four Seasons |  GameStop |  General Nutrition Center |  Gold Buyers at the Mall |  Grand Slam Collectables |  Great American Cookies |  Great Relief Massage |  H&R; Block |  Hallmark |  Halloween Express |  Helzberg Diamonds |  Holley's Shop For Men |  Hot Topic |  HuHot Mongolian Grill |  Hy-Vee Food Store |  Checkered Flag of Iowa |  Christopher & Banks |  i Wireless |  Iowa Realty |  IowaWorks Center |  J Sun |  Journeys |  Justice, just for girls! |  Kay Jewelers |  Kim & Lee's Olympic Tae Kwon Do Academy |  Lane Bryant |  Lefty's Tattoo & Body Piercing |  Maid Rite |  Management Office |  MasterCuts |  Maurices |  Men's Wearhouse and Tux |  Mercy Wellville Play Area |  Miracle Eyebrow Threading and Henna Tattoo |  Nail Lovers |  Next Generation Wireless |  Nook an Cranny |  Panda Express |  Payless ShoeSource |  Pearle Vision Express |  Picture People |  Pizza Hut |  Planet X |  Pretzel Maker |  Proactiv |  Purses Galore |  Qwest Solutions Center |  Red Lobster |  Regis Salons |  Rogers Jewelers |  Ruby Tuesday |  rue21 |  Sbarro |  Science Station @ Lindale |  Science Station Education Center |  Sears |  Spencer's |  Sprint |  Subway |  Sunglass Hut |  Talbots |  The Children's Place |  Things Remembered |  Tic Tac Toe Cafe |  U.S. Bank |  US Armed Forces Recruiting Offices |  Vanity |  Victoria's Secret |  Village Inn |  Von Maur |  Winkel Design Forum |  Wireless Express |  Yankee Candle |  Younkers |  Z Wireless"
